icao,iata,name,city,country,lat,lon
LRSV,SCV,Suceava Ștefan cel Mare International Airport,Suceava,RO,47.6875,26.354099
RJOT,TAK,Takamatsu Airport,Takamatsu,JP,34.214963,134.015454
ZMCK,UBN,Ulaanbaatar Chinggis Khaan International Airport,Ulaanbaatar (Sergelen),MN,47.646916,106.819833
FKYS,NSI,Yaoundé Nsimalen International Airport,Yaoundé,CM,3.72256,11.5533
KDYS,DYS,Dyess Air Force Base,Abilene,US,32.420799,-99.854599
WMKA,AOR,Sultan Abdul Halim Airport,Alor Satar,MY,6.189670085906982,100.39800262451172
KLTS,LTS,Altus Air Force Base,Altus,US,34.667099,-99.266701
UHMA,DYR,Ugolny Yuri Ryktheu Airport,Anadyr,RU,64.734902,177.740997
SBAR,AJU,Aracaju - Santa Maria Airport,Aracaju,BR,-10.98394,-37.072873
ULAA,ARH,Talagi Airport,Archangelsk,RU,64.60030364990234,40.71670150756836
SCAR,ARI,Chacalluta Airport,Arica,CL,-18.348499,-70.338699
YARM,ARM,Armidale Airport,Armidale,AU,-30.5280990601,151.617004395
SCBA,BBA,Balmaceda Airport,Balmaceda,CL,-45.915968,-71.689499
CYBX,YBX,Lourdes-de-Blanc-Sablon Airport,Blanc-Sablon,CA,51.4436,-57.185299
KBLF,BLF,Mercer County Airport,Bluefield,US,37.295799,-81.207703
LFOP,URO,Rouen Vallée de Seine Airport,Boos,FR,49.384887,1.179142
MBGT,GDT,JAGS McCartney International Airport,Cockburn Town,TC,21.4445,-71.142303
YDPO,DPO,Devonport Airport,Devonport,AU,-41.1697006226,146.429992676
YMAY,ABX,Albury Airport,East Albury,AU,-36.066758,146.959148
CYSM,YSM,Fort Smith Airport,Fort Smith,CA,60.020302,-111.961998
LFJL,ETZ,Metz-Nancy-Lorraine Airport,Goin,FR,48.982101,6.25132
LDSB,BWK,Brač Airport,Gornji Humac,HR,43.284454,16.678362
KLFI,LFI,Langley Air Force Base,Hampton,US,37.082901,-76.360497
YHBA,HVB,Hervey Bay Airport,Hervey Bay,AU,-25.320127,152.880662
SBIL,IOS,Bahia - Jorge Amado Airport,Ilhéus,BR,-14.815929,-39.033458
OEGN,GIZ,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,Jizan,SA,16.9011,42.5858
YPKA,KTA,Karratha Airport,Karratha,AU,-20.712200164799995,116.773002625
CYAQ,XKS,Kasabonika Airport,Kasabonika,CA,53.52470016479492,-88.6427993774414
UKHH,HRK,Kharkiv International Airport,Kharkiv,UA,49.926943,36.290814
EDHK,KEL,Kiel-Holtenau Airport,Kiel,DE,54.37957,10.145266
WMKD,KUA,Kuantan Airport,Kuantan,MY,3.775389909744263,103.20899963378906
YPKU,KNX,East Kimberley Regional (Kununurra) Airport,Kununurra,AU,-15.7781,128.707993
YLIS,LSY,Lismore Airport,Lismore,AU,-28.830689,153.258419
AYMD,MAG,Madang Airport,Madang,PG,-5.20707988739,145.789001465
TDPD,DOM,Douglas-Charles Airport,Marigot,DM,15.546673,-61.301082
CYNA,YNA,Natashquan Airport,Natashquan,CA,50.190114,-61.78898
RJFO,OIT,Oita Airport,Oita,JP,33.479400634799994,131.736999512
KTIK,TIK,Tinker Air Force Base,Oklahoma City,US,35.4147,-97.386597
TNCE,EUX,F. D. Roosevelt Airport,Oranjestad,BQ,17.4965,-62.979401
LEPP,PNA,Pamplona Airport,Pamplona,ES,42.77,-1.64633
YPKS,PKE,Parkes Airport,Parkes,AU,-33.131401062,148.238998413
FQPB,POL,Pemba Airport,Pemba,MZ,-12.993302,40.524867
PAPG,PSG,Petersburg James A Johnson Airport,Petersburg,US,56.80170059,-132.9450073
FAPH,PHW,Hendrik Van Eck Airport,Phalaborwa,ZA,-23.9372005463,31.1553993225
SPUR,PIU,PAF Captain Guillermo Concha Iberico International Airport,Piura,PE,-5.20575,-80.616402
CYNL,YNL,Points North Landing Airport,Points North Landing,CA,58.27669906616211,-104.08200073242188
YBPN,PPP,Proserpine Whitsunday Coast Airport,Proserpine,AU,-20.494416,148.553583
LRTM,TGM,Târgu Mureş Transilvania International Airport,Recea,RO,46.467701,24.4125
CYRJ,YRJ,Roberval Airport,Roberval,CA,48.519665,-72.265735
LFCR,RDZ,Rodez–Aveyron Airport,Rodez/Marcillac,FR,44.407902,2.48267
ENRM,RVK,"Rørvik Airport, Ryum",Rørvik,NO,64.838302612305,11.14610004425
LTFH,SZF,Samsun-Çarşamba Airport,Samsun,TR,41.253988,36.567546
SAWJ,ULA,Capitan D Daniel Vazquez Airport,San Julian,AR,-49.306816,-67.802596
OITT,TBZ,Tabriz International Airport,Tabriz,IR,38.1339,46.235001
WBKW,TWU,Tawau Airport,Tawau,MY,4.31338,118.12152
ETAD,SPM,Spangdahlem Air Base,Trier,DE,49.976507,6.698413
LTCI,VAN,Van Ferit Melen Airport,Van,TR,38.46820068359375,43.332298278808594
KWRB,WRB,Robins Air Force Base,Warner Robins,US,32.640099,-83.591904
AYWK,WWK,Wewak International Airport,Wewak,PG,-3.58383011818,143.669006348
NZWB,BHE,Woodbourne Airport,Blenheim,NZ,-41.5182991027832,173.8699951171875
LFGJ,DLE,Dole Tavaux Airport,Dole,FR,47.038955,5.427589
EDHI,XFW,Hamburg-Finkenwerder Airport,Hamburg,DE,53.5352783203125,9.835556030273438
TFFG,SFG,Grand Case-l'Espérance Airport,Grand Case,MF,18.100057,-63.047444
KAIA,AIA,Alliance Municipal Airport,Alliance,US,42.052543,-102.803965
MYAF,ASD,Andros Town Airport,Andros Town,BS,24.697901,-77.795601
SBAE,JTC,Bauru/Arealva–Moussa Nakhal Tobias State Airport,Bauru,BR,-22.160755,-49.070325
CBBC,ZEL,Bella Bella (Campbell Island) Airport,Bella Bella,CA,52.185001,-128.156994
CYBD,QBC,Bella Coola Airport,Bella Coola,CA,52.387501,-126.596001
CYVB,YVB,Bonaventure Airport,Bonaventure,CA,48.071098,-65.460297
TJRV,NRR,José Aponte de la Torre Airport,Ceiba,PR,18.247262,-65.63979
RPVD,DGT,Sibulan Airport,Dumaguete City,PH,9.334183,123.30191
EGPR,BRR,Barra Airport,Eoligarry,GB,57.0228,-7.44306
KGDV,GDV,Dawson Community Airport,Glendive,US,47.137658,-104.80691
CYGV,YGV,Havre-Saint-Pierre Airport,Havre-Saint-Pierre,CA,50.281898,-63.611401
ENHV,HVG,"Honningsvåg Airport, Valan",Honningsvåg,NO,71.009697,25.983601
SYKA,KAI,Kaieteur Airport,Kaieteur Falls,GY,5.177349,-59.48898
KIMT,IMT,Ford Airport,Kingsford,US,45.81911,-88.114557
HKML,MYD,Malindi International Airport,Malindi,KE,-3.22931,40.1017
FASZ,SZK,Skukuza Airport,Skukuza,ZA,-24.96085,31.588587
WASS,SOQ,Domine Eduard Osok Airport,Sorong,ID,-0.894,131.287
LPVZ,VSE,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,PT,40.725498,-7.88899
KBIX,BIX,Keesler Air Force Base,Biloxi,US,30.4104003906,-88.92440032959999
FAWK,WKF,Waterkloof Air Force Base,Pretoria,ZA,-25.8299999237,28.2224998474
LFLA,AUF,Auxerre Branches airport,Auxerre,FR,47.850201,3.49711
LFLU,VAF,Valence-Chabeuil Airport,"Chabeuil, Drôme",FR,44.9216,4.9699
PMDY,MDY,Henderson Field,Sand Island,UM,28.2017,-177.380997
KBDE,BDE,Baudette International Airport,Baudette,US,48.7284011841,-94.612197876
KBBD,BBD,Curtis Field,Brady,US,31.178931,-99.324732
KCDS,CDS,Childress Municipal Airport,Childress,US,34.4337997437,-100.288002014
FAVG,VIR,Virginia Airport,Durban,ZA,-29.770599,31.058399
KBIF,BIF,Biggs Army Air Field (Fort Bliss),Fort Bliss/El Paso,US,31.84950066,-106.3799973
KNFW,FWH,NAS Fort Worth JRB / Carswell Field,Fort Worth,US,32.769199,-97.441498
NZGT,GTN,Glentanner Airport,Glentanner Station,NZ,-43.906700134277344,170.1280059814453
KGUY,GUY,Guymon Municipal Airport,Guymon,US,36.6851005554,-101.508003235
CYKY,YKY,Kindersley Airport,Kindersley,CA,51.5175018311,-109.180999756
CYKX,YKX,Kirkland Lake Airport,Kirkland Lake,CA,48.21030044555664,-79.98139953613281
YWGT,WGT,Wangaratta Airport,Laceby,AU,-36.417914,146.306896
LFQG,NVS,Nevers-Fourchambault Airport,"Marzy, Nièvre",FR,47.002913,3.113114
MYEN,NMC,Normans Cay Airport,Normans Cay,BS,24.594299,-76.820198
KOGB,OGB,Orangeburg Municipal Airport,Orangeburg,US,33.456798553467,-80.859497070312
PASX,SXQ,Soldotna Airport,Soldotna,US,60.474935,-151.038471
KAUW,AUW,Wausau Downtown Airport,Wausau,US,44.9262008667,-89.6266021729
OJAM,ADJ,Marka International (Amman Civil) Airport,Amman,JO,31.9727,35.9916
RPVB,BCD,Bacolod-Silay International Airport,Bacolod City,PH,10.776237,123.018879
EIKN,NOC,Ireland West Airport Knock,Charlestown,IE,53.910439,-8.817002
USCC,CEK,Kurchatov Chelyabinsk International Airport,Chelyabinsk,RU,55.303141,61.504927
DABC,CZL,Mohamed Boudiaf International Airport,Constantine,DZ,36.276001,6.62039
LRCV,CRA,Craiova International Airport,Craiova,RO,44.3181,23.888599
RKTN,TAE,Daegu International Airport,Daegu,KR,35.894394,128.656989
GMML,EUN,Laayoune Hassan I International Airport,El Aaiún,EH,27.142467,-13.224947
YPXM,XCH,Christmas Island International Airport,Flying Fish Cove,CX,-10.450387,105.6911
HKKI,KIS,Kisumu International Airport,Kisumu,KE,-0.086139,34.728901
RJFT,KMJ,Kumamoto Airport,Kumamoto,JP,32.837299,130.854996
RPMY,CGY,Laguindingan International Airport,Laguindingan,PH,8.612203,124.456496
FXMM,MSU,Moshoeshoe I International Airport,Maseru(Mazenod),LS,-29.456277,27.554456
RJOM,MYJ,Matsuyama Airport,Matsuyama,JP,33.826893,132.700114
RJFM,KMI,Miyazaki Airport,Miyazaki,JP,31.877199,131.449005
RJSN,KIJ,Niigata Airport,Niigata,JP,37.954166,139.112189
UWGG,GOJ,Nizhny Novgorod / Strigino International Airport,Nizhny Novgorod,RU,56.227351,43.785152
LWOH,OHD,Ohrid St. Paul the Apostle Airport,Ohrid,MK,41.18,20.7423
YPPD,PHE,Port Hedland International Airport,Port Hedland,AU,-20.382787,118.629789
ZSQZ,JJN,Quanzhou Jinjiang International Airport,Quanzhou,CN,24.795855,118.588599
OPQT,UET,Quetta International Airport,Quetta,PK,30.2514,66.937798
SBRB,RBR,Rio Branco-Plácido de Castro International Airport,Rio Branco,BR,-9.869031,-67.893984
MYSM,ZSA,San Salvador International Airport,San Salvador,BS,24.063041,-74.523233
OETB,TUU,Prince Sultan bin Abdulaziz International Airport,Tabuk,SA,28.3711,36.624865
OETF,TIF,Taif International Airport,Taif,SA,21.484739,40.544074
SVVA,VLN,Arturo Michelena International Airport,Valencia,VE,10.149733,-67.928398
ZSWZ,WNZ,Wenzhou Longwan International Airport,Wenzhou (Longwan),CN,27.910572,120.853465
LFBA,AGF,Agen La Garenne airport,Agen,FR,44.174171,0.59309
KHMN,HMN,Holloman Air Force Base,Alamogordo,US,32.852501,-106.107002
SKAR,AXM,El Eden Airport,Armenia,CO,4.45278,-75.7664
HAGN,GDQ,Gondar Airport,Azezo,ET,12.5199,37.433998
RPUB,BAG,Loakan Airport,Baguio,PH,16.375034,120.619949
EGPL,BEB,Benbecula Airport,Balivanich,GB,57.481098,-7.36278
KBAD,BAD,Barksdale Air Force Base,Bossier City,US,32.501801,-93.662697
YWYY,BWT,Wynyard Airport,Burnie,AU,-40.997039,145.726
RPME,BXU,Bancasi Airport,Butuan,PH,8.9515,125.4788
SVCN,CAJ,Canaima Airport,Canaima,VE,6.231989,-62.85485
SBCA,CAC,Coronel Adalberto Mendes da Silva Airport,Cascavel,BR,-25.000323,-53.501208
KCBM,CBM,Columbus Air Force Base,Columbus,US,33.643799,-88.443802
YCBP,CPD,Coober Pedy Airport,Coober Pedy,AU,-29.038312,134.722166
PACV,CDV,Merle K (Mudhole) Smith Airport,Cordova,US,60.491798,-145.477997
RPVV,USU,Francisco B. Reyes (Busuanga) Airport,Coron,PH,12.121865,120.100801
KDLF,DLF,Laughlin Air Force Base,Del Rio,US,29.359501,-100.778002
MMDO,DGO,General Guadalupe Victoria International Airport,Durango,MX,24.125468,-104.527938
YPLM,LEA,Learmonth Airport,Exmouth,AU,-22.235201,114.090024
ESNG,GEV,Gällivare Airport,Gällivare,SE,67.13240051269531,20.814599990844727
KLUF,LUF,Luke Air Force Base,Glendale,US,33.535,-112.383003
YGTH,GFF,Griffith Airport,Griffith,AU,-34.2508010864,146.067001343
LLHA,HFA,Uri Michaeli Haifa International Airport,Haifa,IL,32.810219,35.043719
LGIO,IOA,Ioannina King Pyrrhus National Airport,Ioannina,GR,39.6964,20.8225
EGPI,ILY,Islay Airport,"Isle of Islay, Argyll and Bute",GB,55.682708,-6.257525
LGKL,KLX,Kalamata Airport,Kalamata,GR,37.06829833984375,22.02549934387207
NZKK,KKE,Kerikeri Airport,Kerikeri,NZ,-35.259148,173.913317
EEKE,URE,Kuressaare Airport,Kuressaare,EE,58.22990036010742,22.50950050354004
CYGW,YGW,Kuujjuarapik Airport,Kuujjuarapik,CA,55.28189849853516,-77.76529693603516
LFRH,LRT,Lorient South Brittany (Bretagne Sud) Airport,Lorient/Lann/Bihoué,FR,47.760601,-3.44
SAZM,MDQ,Ástor Piazzola International Airport,Mar del Plata,AR,-37.9342,-57.5733
MYIG,IGA,Inagua Airport,Matthew Town,BS,20.975,-73.666901
AYMH,HGU,Mount Hagen Kagamuga Airport,Mount Hagen,PG,-5.828212,144.299412
EGBN,NQT,Nottingham City Airport,"Nottingham, Nottinghamshire",GB,52.919998,-1.07917
NWWM,GEA,Nouméa Magenta Airport,Nouméa,NC,-22.25812,166.472783
RJCB,OBO,Tokachi-Obihiro Airport,Obihiro,JP,42.7332992554,143.216995239
CYOP,YOP,Rainbow Lake Airport,Rainbow Lake,CA,58.491402,-119.407997
YROM,RMA,Roma Airport,Roma,AU,-26.545000076300003,148.774993896
HLLS,SEB,Sabha Airport,Sabha,LY,26.992452,14.466162
LFVP,FSP,Saint-Pierre Pointe-Blanche Airport,Saint-Pierre,PM,46.762651,-56.17499
LPGR,GRW,Graciosa Airport,Santa Cruz da Graciosa,PT,39.09220123291016,-28.029800415039062
SAAV,SFN,Sauce Viejo Airport,Santa Fe,AR,-31.7117,-60.8117
SBSN,STM,Santarém - Maestro Wilson Fonseca International Airport,Santarém,BR,-2.422423,-54.79306
LHSM,SOB,Hévíz–Balaton Airport,Sármellék,HU,46.686391,17.159084
EFSI,SJY,Seinäjoki Airport,Seinäjoki / Ilmajoki,FI,62.692101,22.8323
ENSR,SOJ,Sørkjosen Airport,Sørkjosen,NO,69.786797,20.9594
NZAP,TUO,Taupo Airport,Taupo,NZ,-38.73970031738281,176.08399963378906
DAOF,TIN,Tindouf Airport,Tindouf,DZ,27.7003993988,-8.167099952700001
PADU,DUT,Tom Madsen (Dutch Harbor) Airport,Unalaska,US,53.89881,-166.544996
NTTR,RFP,Raiatea Airport,Uturoa,PF,-16.7229,-151.466003
ESMX,VXO,Växjö Kronoberg Airport,Växjö,SE,56.92910003662109,14.727999687194824
FQVL,VNX,Vilankulo Airport,Vilanculo,MZ,-22.018400192260746,35.31330108642578
ENOL,OLA,Ørland Airport,Ørland,NO,63.69889831542969,9.604000091552734
KMIB,MIB,Minot Air Force Base,Minot,US,48.4156,-101.358002
KRCA,RCA,Ellsworth Air Force Base,Rapid City,US,44.14500046,-103.1039963
HKWJ,WJR,Wajir Airport,Wajir,KE,1.73324,40.091599
CYTF,YTF,Alma Airport,Alma,CA,48.5089,-71.641899
LPBG,BGC,Bragança Airport,Bragança,PT,41.8578,-6.70713
LEBG,RGS,Burgos Airport,Burgos,ES,42.357601,-3.62076
FHAW,ASI,RAF Ascension Island,Cat Hill,SH,-7.970179,-14.392744
ZPDL,DLU,Dali Fengyi Airport,Dali (Xiaguan),CN,25.649401,100.319
LFSD,DIJ,Dijon Longvic airport,Dijon,FR,47.268902,5.09
KHVR,HVR,Havre City County Airport,Havre,US,48.541387,-109.762859
FAHS,HDS,Eastgate Airport / Air Force Base Hoedspruit,Hoedspruit,ZA,-24.361864,31.052921
BIHN,HFN,Hornafjörður Airport,Höfn,IS,64.295601,-15.2272
FVKB,KAB,Kariba Airport,Kariba,ZW,-16.5198,28.885
BGKK,KUS,Kulusuk Airport,Kulusuk,GL,65.573601,-37.1236
LESU,LEU,Pirineus - la Seu d'Urgel Airport,La Seu d'Urgell Pyrenees and Andorra,ES,42.3386,1.40917
WARA,MLG,Abdul Rachman Saleh Airport,Malang,ID,-7.929099,112.714233
FAPG,PBZ,Plettenberg Bay Airport,Plettenberg Bay,ZA,-34.08816,23.328723
SCNT,PNT,Lieutenant Julio Gallardo Airport,Puerto Natales,CL,-51.67067,-72.529078
SAWE,RGA,Hermes Quijada International Airport,Rio Grande,AR,-53.7777,-67.7494
KSDY,SDY,Sidney - Richland Regional Airport,Sidney,US,47.705141,-104.194422
KSKX,TSM,Taos Regional Airport,Taos,US,36.452494,-105.67749
TVSU,UNI,Union Island International Airport,Union Island,VC,12.600135,-61.411945
LPBJ,BYJ,Beja Airport / Airbase,Beja,PT,38.078899,-7.9324
KPOB,POB,Pope Field,Fort Bragg,US,35.170898,-79.014503
KNBG,NBG,New Orleans NAS JRB/Alvin Callender Field,New Orleans,US,29.82530022,-90.03500366
KHIF,HIF,Hill Air Force Base,Ogden,US,41.12403,-111.973086
KNTD,NTD,Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,US,34.120300293,-119.121002197
KSVN,SVN,Hunter Army Air Field,Savannah,US,32.00999832,-81.14569855
ETNG,GKE,Geilenkirchen Air Base,Geilenkirchen,DE,50.9608,6.04242
YSRI,XRH,RAAF Base Richmond,Richmond,AU,-33.604652,150.783051
LFRT,SBK,Saint-Brieuc-Armor Airport,"Trémuson, Côtes-d'Armor",FR,48.538628,-2.853518
LIED,DCI,Decimomannu Air Base,Decimomannu,IT,39.354198,8.97248
MUGM,NBW,Leeward Point Field,Guantanamo Bay Naval Station,CU,19.9065,-75.2071
EDLI,BFE,Bielefeld Airport,Bielefeld,DE,51.964722,8.544444
KBPI,BPI,Miley Memorial Field,Big Piney,US,42.58509827,-110.1110001
LEBA,ODB,Córdoba Airport,Córdoba,ES,37.841999,-4.84888
KHUL,HUL,Houlton International Airport,Houlton,US,46.1231002808,-67.792098999
PHNG,NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe,US,21.4505,-157.768005
NZMS,MRO,Hood Airport,Masterton,NZ,-40.974634,175.63454
LFNB,MEN,Mende-Brenoux Airfield,Mende/Brénoux,FR,44.502102,3.53282
SCGZ,WPU,Guardia Marina Zañartu Airport,Puerto Williams,CL,-54.931099,-67.626297
EKMB,MRW,Lolland Falster Maribo Airport,Rødby,DK,54.699447,11.438163
KILN,ILN,Wilmington Airpark,Wilmington,US,39.427898407,-83.792098999
OEAB,AHB,Abha International Airport,Abha,SA,18.2404,42.656601
GMFO,OUD,Oujda Angads Airport,Ahl Angad,MA,34.789558,-1.926041
OMAL,AAN,Al Ain International Airport,Al Ain,AE,24.2617,55.6092
DABB,AAE,Annaba Rabah Bitat Airport,Annaba,DZ,36.826781,7.81334
VABP,BHO,Raja Bhoj International Airport,Bhopal,IN,23.2875,77.337402
GGOV,OXB,Osvaldo Vieira International Airport,Bissau,GW,11.894262,-15.653596
FVJN,BUQ,Joshua Mqabuko Nkomo International Airport,Bulawayo,ZW,-20.016284,28.622897
ZUTF,TFU,Chengdu Tianfu International Airport,Chengdu (Jianyang),CN,30.31252,104.441284
LTFD,EDO,Balıkesir Koca Seyit Airport,Edremit,TR,39.552533,27.010192
HKEL,EDL,Eldoret International Airport,Eldoret,KE,0.404458,35.238899
OAHR,HEA,Herat - Khwaja Abdullah Ansari International Airport,Guzara,AF,34.209999,62.228298
ZBHH,HET,Hohhot Baita International Airport,Hohhot,CN,40.849658,111.824598
RCYU,HUN,Hualien Chiashan Airport,Hualien City,TW,24.023163,121.617991
RJNK,KMQ,Komatsu Airport / JASDF Komatsu Air Base,Kanazawa,JP,36.393407,136.406895
TVSA,SVD,Argyle International Airport,Kingstown,VC,13.159725,-61.148801
PLCH,CXI,Cassidy International Airport,Kiritimati,KI,1.986278,-157.350011
EPLB,LUZ,Lublin Airport,Lublin,PL,51.240157,22.713461
FDMS,MTS,Matsapha International Airport,Manzini,SZ,-26.528919,31.307577
FLMF,MFU,Mfuwe International Airport,Mfuwe,ZM,-13.2589,31.9366
URMM,MRV,Mineralnye Vody Airport,Mineralnyye Vody,RU,44.225101,43.081902
OYRN,RIY,Riyan International Airport,Mukalla(Riyan),YE,14.662241,49.375289
GMMZ,OZZ,Ouarzazate International Airport,Ouarzazate,MA,30.9391,-6.90943
USPP,PEE,Perm International Airport,Perm,RU,57.914501,56.021198
SPCL,PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,PE,-8.378064,-74.574495
OEGS,ELQ,Prince Naif bin Abdulaziz International Airport,Qassim,SA,26.302799,43.774399
UAII,CIT,Shymkent International Airport,Shymkent,KZ,42.365021,69.47564
DAAT,TMR,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,DZ,22.810992,5.450832
PGWT,TIQ,Tinian International Airport,Tinian Island,MP,15.000453,145.618974
VOTP,TIR,Tirupati International Airport,Tirupati,IN,13.631988,79.539869
VOBZ,VGA,Vijayawada International Airport,Vijayawada,IN,16.530011,80.804888
ZGDY,DYG,Zhangjiajie Hehua International Airport,Zhangjiajie (Yongding),CN,29.104749,110.442786
EVLA,LPX,Liepāja International Airport,Liepāja,LV,56.517502,21.096901
RJSK,AXT,Akita Airport,Akita,JP,39.615601,140.218994
LGAL,AXD,Alexandroupoli Democritus Airport,Alexandroupolis,GR,40.8559,25.956301
LFLW,AUR,Aurillac airport,Aurillac,FR,44.891399,2.42194
SAZB,BHI,Comandante Espora Airport,Bahía Blanca,AR,-38.725,-62.1693
VABJ,BHJ,Bhuj Airport,Bhuj,IN,23.2877998352,69.6701965332
AYBK,BUA,Buka Airport,Buka Island,PG,-5.422299,154.672698
MMCP,CPE,Ingeniero Alberto Acuña Ongay International Airport,Campeche,MX,19.815969,-90.500125
MMCM,CTM,Chetumal International Airport,Chetumal,MX,18.504985,-88.328018
MYBC,CCZ,Chub Cay Airport,Chub Cay,BS,25.417101,-77.880898
MMCE,CME,Ciudad del Carmen International Airport,Ciudad del Carmen,MX,18.651516,-91.799355
KCVS,CVS,Cannon Air Force Base,Clovis,US,34.382801,-103.321999
MPDA,DAV,Enrique Malek International Airport,David,PA,8.388983,-82.436425
LTAY,DNZ,Çardak Airport,Denizli,TR,37.7855987549,29.7012996674
UKDD,DNK,Dnipro International Airport,Dnipro,UA,48.357201,35.100601
MMJA,JAL,El Lencero Airport,Emiliano Zapata,MX,19.475107,-96.797008
YESP,EPR,Esperance Airport,Esperance,AU,-33.684399,121.822998
NZGS,GIS,Gisborne Airport,Gisborne,NZ,-38.6633,177.977997
YGLA,GLT,Gladstone Airport,Gladstone,AU,-23.869763,151.225439
AYGN,GUR,Gurney Airport,Gurney,PG,-10.3114995956,150.333999634
RKJJ,KWJ,Gwangju Airport,Gwangju,KR,35.123173,126.805444
YHID,HID,Horn Island Airport,Horn,AU,-10.585636,142.29277
AYKV,KVG,Kavieng Airport,Kavieng,PG,-2.57940006256,150.807998657
AYTK,RAB,Tokua Airport,Kokopo,PG,-4.34046,152.380005
WMKN,TGG,Sultan Mahmud Airport,Kuala Terengganu,MY,5.3826398849487305,103.10299682617188
ETNL,RLG,Rostock-Laage Airport,Laage,DE,53.918201,12.2783
FNUB,SDD,Lubango Mukanka International Airport,Lubango,AO,-14.924839,13.576653
CYYL,YYL,Lynn Lake Airport,Lynn Lake,CA,56.86389923095703,-101.07599639892578
VTCH,HGN,Mae Hong Son Airport,Mae Hong Son,TH,19.3013,97.9758
WAUU,MKW,Rendani Airport,Manokwari,ID,-0.891833,134.048996
MMMA,MAM,General Servando Canales International Airport,Matamoros,MX,25.7698993683,-97.5252990723
SVMT,MUN,José Tadeo Monagas International Airport,Maturín,VE,9.749023,-63.153348
SVMD,MRD,Alberto Carnevalli Airport,Mérida,VE,8.582078,-71.161041
LGMT,MJT,Mytilene International Airport,Mytilene,GR,39.057406,26.598629
YPGV,GOV,Gove Airport,Nhulunbuy,AU,-12.269399642899998,136.817993164
FMNN,NOS,Nosy Be-Fascene International Airport,Nosy Be,MG,-13.3121,48.3148
ESNO,OER,Örnsköldsvik Airport,Örnsköldsvik,SE,63.40829849243164,18.989999771118164
RJCM,MMB,Memanbetsu Airport,Ōzora,JP,43.8805999756,144.164001465
YPBO,PBO,Paraburdoo Airport,Paraburdoo,AU,-23.1711006165,117.745002747
LGRX,GPA,Patras Araxos Agamemnon Airport,Patras,GR,38.1511,21.4256
YPMQ,PQQ,Port Macquarie Airport,Port Macquarie,AU,-31.4358005524,152.863006592
SARP,PSS,Libertador Gral D Jose De San Martin Airport,Posadas,AR,-27.3858,-55.9707
MMPA,PAZ,El Tajín National Airport,Poza Rica,MX,20.6026992798,-97.4608001709
SKPV,PVA,El Embrujo Airport,Providencia,CO,13.357461,-81.357977
MRQP,XQP,Quepos Managua Airport,Quepos,CR,9.44316,-84.129799
FARB,RCB,Richards Bay Airport,Richards Bay,ZA,-28.740999221800003,32.0920982361
RKPS,HIN,Sacheon Airport / Sacheon Air Base,Sacheon,KR,35.088591,128.071747
CZSJ,ZSJ,Sandy Lake Airport,Sandy Lake,CA,53.06420135498047,-93.34439849853516
CYUX,YUX,Hall Beach Airport,Sanirajak,CA,68.7761,-81.2425
SAZR,RSA,Santa Rosa Airport,Santa Rosa,AR,-36.588299,-64.275703
EKSN,CNL,Sindal Airport,Sindal,DK,57.503502,10.2294
LZSL,SLD,Sliač Airport,Sliač,SK,48.63779830932617,19.13409996032715
RPMS,SUG,Surigao Airport,Surigao City,PH,9.755838325629998,125.480947495
UUYY,SCW,Syktyvkar Airport,Syktyvkar,RU,61.64699935913086,50.84510040283203
RPVA,TAC,Daniel Z. Romualdez Airport,Tacloban City,PH,11.227761,125.027783
NZCI,CHT,Inia William Tuuta Memorial Airport,Te One,NZ,-43.81189,-176.46514
MMCB,CVJ,General Mariano Matamoros International Airport,Temixco,MX,18.833922,-99.261818
SBTE,THE,Senador Petrônio Portela Airport,Teresina,BR,-5.06025,-42.823712
WAEE,TTE,Sultan Babullah Airport,Ternate,ID,0.831012,127.381611
AYVN,VAI,Vanimo Airport,Vanimo,PG,-2.6926,141.3028
PHMU,MUE,Waimea Kohala Airport,Waimea (Kamuela),US,20.001301,-155.667999
YBWP,WEI,Weipa Airport,Weipa,AU,-12.677493,141.922618
NZWR,WRE,Whangarei Airport,Whangarei,NZ,-35.769253,174.363713
YWHA,WYA,Whyalla Airport,Whyalla,AU,-33.05889892578125,137.51400756835938
PADK,ADK,Adak Airport,Adak,US,51.883564,-176.642783
KMTC,MTC,Selfridge Air National Guard Base Airport,Mount Clemens,US,42.613463,-82.836919
WSAP,QPG,Paya Lebar Air Base,Paya Lebar,SG,1.36042,103.910004
LFRZ,SNR,Saint-Nazaire-Montoir Airport,Saint-Nazaire/Montoir,FR,47.31142,-2.152634
WAHL,CXP,Tunggul Wulung Airport,Cilacap,ID,-7.64506,109.033997
USII,IJK,Izhevsk Airport,Izhevsk,RU,56.834524,53.462172
WILL,TKG,Radin Inten II International Airport,Bandar Lampung,ID,-5.246803,105.182531
ENBV,BVG,Berlevåg Airport,Berlevåg,NO,70.871517,29.034097
LFSL,BVE,Brive Souillac airport,Brive,FR,45.039722,1.485556
